sample,amplicon,frac,cooc,count,mut_all,mut_oneless,al,AY42,be,C36,d614g,de,ga,ka,B16173,mu,om1,om2121,om275,om2,om4,om5
sample_1.sorted.bam,48,0.5026809651474531,1,746,375,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,174,0,10,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,78,0.0,2,233,0,440,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,79,0.0,2,444,0,9,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,93,0.0,2,142,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,94,0.0,4,169,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,95,0.0,2,138,0,128,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,458,0,2,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,73,0.05309734513274336,2,113,6,101,,1.0,,,,,,,,,,,,,,
sample_1.sorted.bam,1,0.0,2,59,0,61,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,74,0.0,2,597,0,0,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,1147,0,6,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,72,0.0,2,151,0,10,,,,1.0,,,,,,,,,,,,
sample_1.sorted.bam,78,0.9932279909706546,1,443,440,0,,,,,1.0,,,,,,,,,,,
sample_1.sorted.bam,76,0.9895387541607228,2,2103,2081,626,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,92,0.9878234398782344,2,657,649,405,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,30,0.7954545454545454,2,352,280,274,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,37,0.5260663507109005,2,211,111,106,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,73,0.8290441176470589,2,544,451,235,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,93,0.6666666666666666,2,135,90,229,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,94,0.9538461538461539,2,975,930,114,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,95,0.8142857142857143,3,70,57,66,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,97,0.6943231441048034,2,458,318,344,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,831,0,10,,,1.0,,,,1.0,,,,,,,,,
sample_1.sorted.bam,71,0.0,3,343,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,72,0.0,3,208,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,455,0,4,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,1140,0,2,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,78,0.023809523809523808,2,294,7,433,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,96,0.0,2,156,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,425,0,1,,,,,,,1.0,,,,,,,,,
