sample,amplicon,frac,cooc,count,mut_all,mut_oneless,al,AY42,be,C36,d614g,de,ga,ka,B16173,mu,om1,om2121,om275,om2,om4,om5
sample_1.sorted.bam,48,0.391304347826087,1,46,18,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,12,0,44,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,78,0.42857142857142855,2,7,3,15,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,79,0.0,2,30,0,22,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,93,0.0,2,12,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,94,0.0,4,8,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,95,0.0,2,14,0,3,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,20,0,11,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,1,0,0,,1.0,,,,,,,,,,,,,,
sample_1.sorted.bam,1,,,0,0,0,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,74,0.0,2,21,0,0,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,33,0,22,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,72,0.0,2,15,0,14,,,,1.0,,,,,,,,,,,,
sample_1.sorted.bam,78,1.0,1,18,18,0,,,,,1.0,,,,,,,,,,,
sample_1.sorted.bam,76,0.44285714285714284,2,70,31,45,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,92,0.4,2,30,12,5,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,30,0.2222222222222222,2,18,4,1,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,37,0.15789473684210525,2,19,3,1,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,73,0.2222222222222222,2,27,6,4,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,93,0.0,2,13,0,4,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,94,0.47619047619047616,2,42,20,2,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,95,0.0,3,7,0,3,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,97,0.35,2,20,7,2,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,53,0,44,,,1.0,,,,1.0,,,,,,,,,
sample_1.sorted.bam,71,0.0,3,9,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,72,0.0,3,18,0,0,,,,,,,1.0,,,,,,,,,
