sample,amplicon,frac,cooc,count,mut_all,mut_oneless,al,AY42,be,C36,d614g,de,ga,ka,B16173,mu,om1,om2121,om275,om2,om4,om5
sample_1.sorted.bam,48,0.31711880261927033,1,1069,339,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,184,0,137,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,78,0.06690140845070422,2,284,19,397,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,79,0.0,2,474,0,57,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,93,0.0,2,164,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,94,0.0,4,146,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,95,0.0,2,114,0,90,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,410,0,26,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,73,0.033707865168539325,2,89,3,86,,1.0,,,,,,,,,,,,,,
sample_1.sorted.bam,1,0.0,2,161,0,48,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,74,0.0,2,549,0,0,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,1110,0,57,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,72,0.0,2,202,0,105,,,,1.0,,,,,,,,,,,,
sample_1.sorted.bam,78,0.7689463955637708,1,541,416,0,,,,,1.0,,,,,,,,,,,
sample_1.sorted.bam,76,0.795260663507109,2,2110,1678,610,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,92,0.9081967213114754,2,610,554,301,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,30,0.6486486486486487,2,370,240,243,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,37,0.4688995215311005,2,209,98,85,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,73,0.5963455149501661,2,602,359,176,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,93,0.56,2,150,84,213,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,94,0.8760529482551144,2,831,728,74,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,95,0.6727272727272727,3,55,37,50,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,97,0.6536585365853659,2,410,268,265,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,892,0,136,,,1.0,,,,1.0,,,,,,,,,
sample_1.sorted.bam,71,0.0,3,351,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,72,0.0,3,254,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,507,0,2,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,1102,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,78,0.16348773841961853,2,367,60,356,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,96,0.0,2,131,0,9,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,97,0.015584415584415584,2,385,6,19,,,,,,,1.0,,,,,,,,,
