sample,amplicon,frac,cooc,count,mut_all,mut_oneless,al,AY42,be,C36,d614g,de,ga,ka,B16173,mu,om1,om2121,om275,om2,om4,om5
sample_1.sorted.bam,48,0.4888888888888889,1,45,22,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,14,0,75,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,78,0.16666666666666666,2,12,2,23,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,79,0.0,2,24,0,24,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,93,0.0,2,15,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,94,0.0,4,9,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,95,0.0,2,28,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,9,0,8,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,3,0,0,,1.0,,,,,,,,,,,,,,
sample_1.sorted.bam,1,,,0,0,0,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,74,0.0,2,23,0,0,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,17,0,30,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,72,0.0,2,19,0,8,,,,1.0,,,,,,,,,,,,
sample_1.sorted.bam,78,1.0,1,25,25,0,,,,,1.0,,,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,46,0,46,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,92,0.0,2,30,0,0,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,30,0.0,2,22,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,37,0.0,2,15,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,32,0,14,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,93,0.0,2,7,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,94,0.0,2,39,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,95,0.0,3,20,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,9,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,56,0,75,,,1.0,,,,1.0,,,,,,,,,
sample_1.sorted.bam,71,0.0,3,8,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,72,0.0,3,19,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,27,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,17,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,78,1.0,2,15,15,10,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,96,0.0,2,7,0,7,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,9,0,8,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,1,,,0,0,0,,,,,,1.0,,1.0,,,,,,,,
sample_1.sorted.bam,76,0.0,2,43,0,0,,,,,,,,1.0,1.0,,,,,,,
sample_1.sorted.bam,78,0.0,2,2,0,25,,,,,,1.0,,1.0,,,,,,,,
sample_1.sorted.bam,73,0.0,2,8,0,0,,,,,,,,1.0,,,,,,,,
sample_1.sorted.bam,93,0.0,2,21,0,0,,,,,,,,,,1.0,,,,,,
sample_1.sorted.bam,72,0.15789473684210525,3,19,3,7,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,73,0.4166666666666667,3,12,5,13,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,75,0.3888888888888889,4,18,7,11,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,76,0.3125,6,16,5,20,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,77,0.16666666666666666,9,12,2,6,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,80,0.14285714285714285,2,7,1,12,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,81,0.030303030303030304,3,33,1,56,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,82,0.2222222222222222,2,9,2,9,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,88,0.27906976744186046,2,43,12,35,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,72,0.0,3,20,0,13,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,76,0.0,8,7,0,6,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,79,0.0,3,21,0,21,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,85,0.0,2,28,0,52,,,,,,,,,,,,1.0,1.0,,,
sample_1.sorted.bam,13,0.0,2,27,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,73,0.0,6,12,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,74,0.0,3,20,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,75,0.0,6,5,0,4,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,76,0.0,9,6,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,77,0.9487179487179487,6,39,37,6,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,87,0.0,3,10,0,7,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,33,0.75,2,20,15,12,,,,,,,,,,,,1.0,1.0,1.0,,
sample_1.sorted.bam,72,0.65,2,20,13,0,,,,,,,,,,,,,1.0,1.0,,
sample_1.sorted.bam,77,0.9487179487179487,7,39,37,6,,,,,,,,,,,,1.0,,1.0,,
sample_1.sorted.bam,91,0.5769230769230769,2,26,15,18,,,,,,,,,,,,,1.0,1.0,,
sample_1.sorted.bam,76,0.75,7,8,6,7,,,,,,,,,,,,,,1.0,,
sample_1.sorted.bam,89,0.8421052631578947,2,95,80,72,,,,,,,,,,,,1.0,1.0,1.0,1.0,
sample_1.sorted.bam,91,0.5769230769230769,4,26,15,7,,,,,,,,,,,,1.0,,,1.0,
sample_1.sorted.bam,2,0.0,2,7,0,6,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,3,0.0,2,5,0,2,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,92,0.0,2,12,0,12,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,93,0.0,2,13,0,16,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,96,0.0,4,7,0,7,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,14,0.875,2,16,14,14,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
