sample,amplicon,frac,cooc,count,mut_all,mut_oneless,al,AY42,be,C36,d614g,de,ga,ka,B16173,mu,om1,om2121,om275,om2,om4,om5
sample_1.sorted.bam,48,0.325,1,40,13,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,7,0,64,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,78,0.16666666666666666,2,12,2,23,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,79,0.0,2,24,0,15,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,93,0.0,2,15,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,94,0.0,4,4,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,95,0.0,2,17,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,23,0,18,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,2,0,0,,1.0,,,,,,,,,,,,,,
sample_1.sorted.bam,1,0.0,2,11,0,3,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,74,0.0,2,15,0,0,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,28,0,22,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,72,0.0,2,25,0,36,,,,1.0,,,,,,,,,,,,
sample_1.sorted.bam,78,0.8333333333333334,1,30,25,0,,,,,1.0,,,,,,,,,,,
sample_1.sorted.bam,76,0.1375,2,80,11,57,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,92,0.03225806451612903,2,31,1,1,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,30,0.05263157894736842,2,19,1,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,37,0.0,2,17,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,73,0.027777777777777776,2,36,1,1,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,93,0.07692307692307693,2,13,1,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,94,0.038461538461538464,2,26,1,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,95,0.0,3,9,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,97,0.08695652173913043,2,23,2,3,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,63,0,64,,,1.0,,,,1.0,,,,,,,,,
sample_1.sorted.bam,71,0.0,3,10,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,72,0.0,3,28,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,33,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,25,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,78,0.7272727272727273,2,22,16,9,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,96,0.0,2,4,0,3,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,97,0.08695652173913043,2,23,2,16,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,1,0.09090909090909091,2,11,1,2,,,,,,1.0,,1.0,,,,,,,,
sample_1.sorted.bam,76,0.0,2,70,0,15,,,,,,,,1.0,1.0,,,,,,,
sample_1.sorted.bam,78,0.25,2,4,1,24,,,,,,1.0,,1.0,,,,,,,,
sample_1.sorted.bam,73,0.0,2,11,0,0,,,,,,,,1.0,,,,,,,,
sample_1.sorted.bam,93,0.0,2,26,0,0,,,,,,,,,,1.0,,,,,,
sample_1.sorted.bam,72,0.68,3,25,17,20,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,73,0.7333333333333333,3,15,11,18,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,75,0.3111111111111111,4,45,14,3,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,76,0.39285714285714285,6,28,11,34,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,77,0.6666666666666666,9,9,6,26,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,80,0.375,2,8,3,14,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,81,0.17647058823529413,3,17,3,8,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,82,0.8,2,15,12,13,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,88,0.5777777777777777,2,45,26,29,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,72,0.0,3,30,0,1,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,76,0.0,8,12,0,2,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,79,0.0,3,21,0,14,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,85,0.0,2,31,0,51,,,,,,,,,,,,1.0,1.0,,,
sample_1.sorted.bam,13,0.0,2,32,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,73,0.0,6,15,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,74,0.0,3,14,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,75,0.0,6,13,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,76,0.0,9,10,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,77,0.7045454545454546,6,44,31,18,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,87,0.0,3,8,0,1,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,33,0.09090909090909091,2,11,1,8,,,,,,,,,,,,1.0,1.0,1.0,,
sample_1.sorted.bam,72,0.03333333333333333,2,30,1,0,,,,,,,,,,,,,1.0,1.0,,
sample_1.sorted.bam,77,0.7045454545454546,7,44,31,18,,,,,,,,,,,,1.0,,1.0,,
sample_1.sorted.bam,91,0.1935483870967742,2,31,6,17,,,,,,,,,,,,,1.0,1.0,,
sample_1.sorted.bam,76,0.13333333333333333,7,15,2,2,,,,,,,,,,,,,,1.0,,
sample_1.sorted.bam,89,0.20987654320987653,2,81,17,62,,,,,,,,,,,,1.0,1.0,1.0,1.0,
sample_1.sorted.bam,91,0.1935483870967742,4,31,6,1,,,,,,,,,,,,1.0,,,1.0,
sample_1.sorted.bam,2,0.0,2,8,0,0,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,3,0.0,2,6,0,1,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,92,0.0,2,10,0,8,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,93,0.047619047619047616,2,21,1,25,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,96,0.0,4,4,0,3,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,14,0.06896551724137931,2,29,2,1,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,31,0.0,3,7,0,5,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,34,0.0,2,11,0,11,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,35,0.14285714285714285,2,14,2,10,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,66,0.13333333333333333,2,15,2,0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,71,0.0,2,10,0,0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,72,0.0,3,30,0,1,,,,,,,,,,,,,,,1.0,1.0
sample_1.sorted.bam,73,0.0,2,15,0,2,,,,,,,,,,,,1.0,,1.0,1.0,1.0
sample_1.sorted.bam,75,0.0,6,13,0,0,,,,,,,,,,,,1.0,,1.0,1.0,1.0
sample_1.sorted.bam,76,0.0,9,5,0,0,,,,,,,,,,,,,,,1.0,1.0
sample_1.sorted.bam,77,0.0,7,44,0,31,,,,,,,,,,,,,,,1.0,1.0
sample_1.sorted.bam,78,0.5,4,4,2,0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,79,0.6666666666666666,2,21,14,41,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0
sample_1.sorted.bam,81,0.44,2,25,11,15,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,87,0.09090909090909091,2,11,1,13,,,,,,,,,,,,1.0,,1.0,1.0,1.0
sample_1.sorted.bam,94,0.8888888888888888,3,9,8,8,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,95,0.8823529411764706,3,17,15,8,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,96,0.75,3,4,3,0,,,,,,,,,,,,1.0,,,,1.0
