sample,amplicon,frac,cooc,count,mut_all,mut_oneless,al,AY42,be,C36,d614g,de,ga,ka,B16173,mu,om1,om2121,om275,om2,om4,om5
sample_1.sorted.bam,48,0.31873727087576376,1,982,313,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,77,0.0047169811320754715,2,212,1,806,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,78,0.2508361204013378,2,299,75,394,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,79,0.0,2,566,0,328,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,93,0.0,2,263,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,94,0.0,4,92,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,95,0.0,2,202,0,32,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,343,0,213,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,58,0,16,,1.0,,,,,,,,,,,,,,
sample_1.sorted.bam,1,0.0,2,148,0,40,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,74,0.0,2,343,0,0,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,740,0,366,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,72,0.0,2,349,0,609,,,,1.0,,,,,,,,,,,,
sample_1.sorted.bam,78,0.7855946398659966,1,597,469,0,,,,,1.0,,,,,,,,,,,
sample_1.sorted.bam,76,0.31265664160401,2,1596,499,892,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,92,0.3795918367346939,2,490,186,100,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,30,0.22191011235955055,2,356,79,80,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,37,0.11428571428571428,2,280,32,36,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,73,0.1509433962264151,2,848,128,38,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,93,0.10176991150442478,2,226,23,54,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,94,0.3517857142857143,2,560,197,19,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,95,0.08849557522123894,3,113,10,21,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,97,0.22448979591836735,2,343,77,99,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,952,0,807,,,1.0,,,,1.0,,,,,,,,,
sample_1.sorted.bam,71,0.0,3,285,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,72,0.0,3,425,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,748,0,4,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,736,0,1,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,78,0.5943877551020408,2,392,233,237,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,96,0.009009009009009009,2,111,1,43,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,97,0.15568862275449102,2,334,52,163,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,1,0.06172839506172839,2,162,10,30,,,,,,1.0,,1.0,,,,,,,,
sample_1.sorted.bam,76,0.0007326007326007326,2,1365,1,655,,,,,,,,1.0,1.0,,,,,,,
sample_1.sorted.bam,78,0.14545454545454545,2,110,16,453,,,,,,1.0,,1.0,,,,,,,,
sample_1.sorted.bam,73,0.0,2,216,0,1,,,,,,,,1.0,,,,,,,,
sample_1.sorted.bam,93,0.0,2,498,0,2,,,,,,,,,,1.0,,,,,,
sample_1.sorted.bam,72,0.7876106194690266,3,452,356,281,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,73,0.7133550488599348,3,307,219,383,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,75,0.3355048859934853,4,921,309,55,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,76,0.3684210526315789,6,722,266,423,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,77,0.6416184971098265,9,173,111,330,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,80,0.5454545454545454,2,165,90,126,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,81,0.4277456647398844,3,346,148,72,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,82,0.754863813229572,2,257,194,148,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,88,0.573404255319149,2,940,539,429,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,72,0.0,3,449,0,0,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,76,0.0,8,226,0,0,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,79,0.0,3,504,0,282,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,85,0.0,2,623,0,852,,,,,,,,,,,,1.0,1.0,,,
sample_1.sorted.bam,13,0.0,2,580,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,73,0.0,6,299,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,74,0.0,3,277,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,75,0.0,6,240,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,76,0.0,9,184,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,77,0.5595238095238095,6,756,423,122,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,87,0.0,3,128,0,1,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,33,0.0,2,228,0,258,,,,,,,,,,,,1.0,1.0,1.0,,
sample_1.sorted.bam,72,0.0,2,449,0,0,,,,,,,,,,,,,1.0,1.0,,
sample_1.sorted.bam,77,0.5595238095238095,7,756,423,121,,,,,,,,,,,,1.0,,1.0,,
sample_1.sorted.bam,91,0.0,2,615,0,389,,,,,,,,,,,,,1.0,1.0,,
sample_1.sorted.bam,76,0.0,7,288,0,0,,,,,,,,,,,,,,1.0,,
sample_1.sorted.bam,89,0.0013745704467353953,2,1455,2,1248,,,,,,,,,,,,1.0,1.0,1.0,1.0,
