sample,amplicon,frac,cooc,count,mut_all,mut_oneless,al,AY42,be,C36,d614g,de,ga,ka,B16173,mu,om1,om2121,om275,om2,om4,om5
sample_1.sorted.bam,48,0.5652173913043478,1,23,13,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,77,0.0,1,105,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,78,0.0,2,2,0,30,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,79,0.0,2,23,0,1,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,93,0.0,2,8,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,94,0.0,2,37,0,21,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,95,0.0,1,1,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,13,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,73,0.044444444444444446,1,45,2,0,,1.0,,,,,,,,,,,,,,
sample_1.sorted.bam,1,0.0,2,14,0,21,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,74,0.0,2,12,0,0,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,76,0.006369426751592357,1,157,1,0,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,72,0.0,1,49,0,0,,,,1.0,,,,,,,,,,,,
sample_1.sorted.bam,78,1.0,1,29,29,0,,,,,1.0,,,,,,,,,,,
sample_1.sorted.bam,76,0.9787234042553191,2,47,46,73,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,92,0.9090909090909091,2,11,10,44,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,30,0.8888888888888888,2,9,8,10,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,37,0.5,2,8,4,34,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,73,0.9722222222222222,2,36,35,17,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,93,0.75,2,4,3,16,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,94,0.9523809523809523,2,21,20,3,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,95,0.9032258064516129,1,31,28,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,97,0.7692307692307693,2,13,10,10,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,56,0,0,,,1.0,,,,1.0,,,,,,,,,
sample_1.sorted.bam,71,0.0,3,12,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,72,0.0,3,15,0,0,,,,,,,1.0,,,,,,,,,
