MN908947.3	26	1
MN908947.3	27	1
MN908947.3	28	2
MN908947.3	29	3
MN908947.3	30	3
MN908947.3	31	5
MN908947.3	32	6
MN908947.3	33	7
MN908947.3	34	7
MN908947.3	35	7
MN908947.3	36	7
MN908947.3	37	8
MN908947.3	38	8
MN908947.3	39	8
MN908947.3	40	9
MN908947.3	41	12
MN908947.3	42	15
MN908947.3	43	17
MN908947.3	44	19
MN908947.3	45	20
MN908947.3	46	23
MN908947.3	47	26
MN908947.3	48	26
MN908947.3	49	27
MN908947.3	50	28
MN908947.3	51	31
MN908947.3	52	32
MN908947.3	53	34
MN908947.3	54	35
MN908947.3	55	36
MN908947.3	56	37
MN908947.3	57	38
MN908947.3	58	38
MN908947.3	59	40
MN908947.3	60	42
MN908947.3	61	43
MN908947.3	62	43
MN908947.3	63	46
MN908947.3	64	47
MN908947.3	65	48
MN908947.3	66	49
MN908947.3	67	50
MN908947.3	68	50
MN908947.3	69	51
MN908947.3	70	52
MN908947.3	71	53
MN908947.3	72	54
MN908947.3	73	56
MN908947.3	74	57
MN908947.3	75	59
MN908947.3	76	65
MN908947.3	77	67
MN908947.3	78	68
MN908947.3	79	71
MN908947.3	80	72
MN908947.3	81	72
MN908947.3	82	72
MN908947.3	83	72
MN908947.3	84	72
MN908947.3	85	76
MN908947.3	86	78
MN908947.3	87	79
MN908947.3	88	80
MN908947.3	89	80
MN908947.3	90	81
MN908947.3	91	81
MN908947.3	92	84
MN908947.3	93	87
MN908947.3	94	91
MN908947.3	95	93
MN908947.3	96	97
MN908947.3	97	97
MN908947.3	98	97
MN908947.3	99	99
MN908947.3	100	100
MN908947.3	101	104
MN908947.3	102	105
MN908947.3	103	108
MN908947.3	104	111
MN908947.3	105	114
MN908947.3	106	116
MN908947.3	107	119
MN908947.3	108	119
MN908947.3	109	120
MN908947.3	110	120
MN908947.3	111	120
MN908947.3	112	123
MN908947.3	113	129
MN908947.3	114	130
MN908947.3	115	135
MN908947.3	116	135
MN908947.3	117	137
MN908947.3	118	138
MN908947.3	119	139
MN908947.3	120	140
MN908947.3	121	142
MN908947.3	122	145
MN908947.3	123	146
MN908947.3	124	148
MN908947.3	125	149
MN908947.3	126	154
MN908947.3	127	156
MN908947.3	128	159
MN908947.3	129	166
MN908947.3	130	169
MN908947.3	131	177
MN908947.3	132	181
MN908947.3	133	185
MN908947.3	134	191
MN908947.3	135	193
MN908947.3	136	199
MN908947.3	137	199
MN908947.3	138	200
MN908947.3	139	205
MN908947.3	140	209
MN908947.3	141	209
MN908947.3	142	213
MN908947.3	143	215
MN908947.3	144	216
MN908947.3	145	222
MN908947.3	146	223
MN908947.3	147	223
MN908947.3	148	223
MN908947.3	149	229
MN908947.3	150	231
MN908947.3	151	233
MN908947.3	152	237
MN908947.3	153	238
MN908947.3	154	240
MN908947.3	155	240
MN908947.3	156	249
MN908947.3	157	250
MN908947.3	158	257
MN908947.3	159	261
MN908947.3	160	262
MN908947.3	161	263
MN908947.3	162	264
MN908947.3	163	264
MN908947.3	164	265
MN908947.3	165	268
MN908947.3	166	268
MN908947.3	167	268
MN908947.3	168	269
MN908947.3	169	272
MN908947.3	170	276
MN908947.3	171	283
MN908947.3	172	284
MN908947.3	173	288
MN908947.3	174	291
MN908947.3	175	291
MN908947.3	176	294
MN908947.3	177	302
MN908947.3	178	305
MN908947.3	179	321
MN908947.3	180	324
MN908947.3	181	324
MN908947.3	182	324
MN908947.3	183	324
MN908947.3	184	324
MN908947.3	185	324
MN908947.3	186	324
MN908947.3	187	324
MN908947.3	188	324
MN908947.3	189	324
