sample,amplicon,frac,cooc,count,mut_all,mut_oneless,al,AY42,be,C36,d614g,de,ga,ka,B16173,mu,om1,om2121,om275,om2,om4,om5
sample_1.sorted.bam,48,0.49047619047619045,1,840,412,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,265,0,913,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,78,0.23484848484848486,2,264,62,450,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,79,0.0,2,498,0,351,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,93,0.0,2,253,0,2,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,94,0.0,4,104,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,95,0.0,2,298,0,48,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,307,0,146,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,73,0.012987012987012988,2,77,1,34,,1.0,,,,,,,,,,,,,,
sample_1.sorted.bam,1,0.0,2,38,0,39,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,74,0.0,2,411,0,0,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,601,0,436,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,72,0.0,2,335,0,308,,,,1.0,,,,,,,,,,,,
sample_1.sorted.bam,78,0.9941747572815534,1,515,512,0,,,,,1.0,,,,,,,,,,,
sample_1.sorted.bam,76,0.49319213313161875,2,1322,652,860,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,92,0.3881118881118881,2,572,222,121,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,30,0.268361581920904,2,354,95,96,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,37,0.1346153846153846,2,312,42,30,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,73,0.24,2,700,168,218,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,93,0.11336032388663968,2,247,28,91,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,94,0.4175531914893617,2,752,314,35,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,95,0.11042944785276074,3,163,18,29,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,97,0.3257328990228013,2,307,100,118,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,928,0,913,,,1.0,,,,1.0,,,,,,,,,
sample_1.sorted.bam,71,0.0,3,319,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,72,0.0,3,411,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,588,0,1,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,593,0,1,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,78,0.7129909365558912,2,331,236,276,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,96,0.022222222222222223,2,135,3,85,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,97,0.08135593220338982,2,295,24,122,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,1,0.46153846153846156,2,39,18,21,,,,,,1.0,,1.0,,,,,,,,
sample_1.sorted.bam,76,0.001755926251097454,2,1139,2,845,,,,,,,,1.0,1.0,,,,,,,
sample_1.sorted.bam,78,0.3333333333333333,2,93,31,481,,,,,,1.0,,1.0,,,,,,,,
sample_1.sorted.bam,73,0.0,2,195,0,0,,,,,,,,1.0,,,,,,,,
sample_1.sorted.bam,93,0.0,2,467,0,4,,,,,,,,,,1.0,,,,,,
sample_1.sorted.bam,72,0.4494949494949495,3,396,178,139,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,73,0.4745098039215686,3,255,121,229,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,75,0.3393574297188755,4,498,169,129,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,76,0.21663778162911612,6,577,125,320,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,77,0.24528301886792453,9,212,52,181,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,80,0.18681318681318682,2,182,34,140,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,81,0.10526315789473684,3,703,74,569,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,82,0.4342629482071713,2,251,109,158,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,88,0.28982725527831094,2,1042,302,486,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,72,0.0,3,421,0,139,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,76,0.0,8,195,0,61,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,79,0.0,3,445,0,315,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,85,0.0,2,564,0,746,,,,,,,,,,,,1.0,1.0,,,
sample_1.sorted.bam,13,0.0,2,601,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,73,0.0,6,250,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,74,0.0,3,344,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,75,0.0,6,137,0,19,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,76,0.0,9,160,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,77,0.6583333333333333,6,720,474,78,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,87,0.0,3,113,0,47,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,33,0.42168674698795183,2,249,105,248,,,,,,,,,,,,1.0,1.0,1.0,,
sample_1.sorted.bam,72,0.33016627078384797,2,421,139,10,,,,,,,,,,,,,1.0,1.0,,
sample_1.sorted.bam,77,0.6583333333333333,7,720,474,77,,,,,,,,,,,,1.0,,1.0,,
sample_1.sorted.bam,91,0.2695167286245353,2,538,145,245,,,,,,,,,,,,,1.0,1.0,,
sample_1.sorted.bam,76,0.22932330827067668,7,266,61,61,,,,,,,,,,,,,,1.0,,
sample_1.sorted.bam,89,0.4024896265560166,2,1687,679,960,,,,,,,,,,,,1.0,1.0,1.0,1.0,
sample_1.sorted.bam,91,0.2695167286245353,4,538,145,67,,,,,,,,,,,,1.0,,,1.0,
sample_1.sorted.bam,2,0.0,2,111,0,65,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,3,0.0,2,110,0,25,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,92,0.0,2,253,0,156,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,93,0.0,2,410,0,419,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,96,0.0,4,135,0,88,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,14,0.35561497326203206,2,374,133,117,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,31,0.5960591133004927,3,203,121,483,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,34,0.11203319502074689,2,241,27,180,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,35,0.23904382470119523,2,251,60,132,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,66,0.3157894736842105,2,437,138,11,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,71,0.23255813953488372,2,301,70,30,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,72,0.0,3,421,0,139,,,,,,,,,,,,,,,1.0,1.0
sample_1.sorted.bam,73,0.2,2,250,50,295,,,,,,,,,,,,1.0,,1.0,1.0,1.0
sample_1.sorted.bam,75,0.1386861313868613,6,137,19,78,,,,,,,,,,,,1.0,,1.0,1.0,1.0
sample_1.sorted.bam,76,0.0,9,102,0,0,,,,,,,,,,,,,,,1.0,1.0
sample_1.sorted.bam,77,0.0,7,720,0,474,,,,,,,,,,,,,,,1.0,1.0
sample_1.sorted.bam,78,0.6666666666666666,4,93,62,12,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,79,0.7056179775280899,2,445,314,598,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0
sample_1.sorted.bam,81,0.632251720747296,2,1017,643,298,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,87,0.34558823529411764,2,136,47,281,,,,,,,,,,,,1.0,,1.0,1.0,1.0
sample_1.sorted.bam,94,0.4187192118226601,3,203,85,201,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,95,0.8221476510067114,3,298,245,130,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,96,0.6518518518518519,3,135,88,0,,,,,,,,,,,,1.0,,,,1.0
sample_1.sorted.bam,97,0.4755700325732899,3,307,146,1,,,,,,,,,,,,1.0,,,1.0,1.0
sample_1.sorted.bam,99,0.1388888888888889,1,36,5,0,,,,,,,,,,,,1.0,1.0,,1.0,1.0
sample_1.sorted.bam,88,0.0,2,1042,0,626,,,,,,,,,,,,,,,,1.0
sample_1.sorted.bam,93,0.0,2,515,0,419,,,,,,,,,,,,,,,,1.0
sample_2.sorted.bam,48,0.4869047619047619,1,840,409,0,1.0,,,,,,,,,,,,,,,
sample_2.sorted.bam,77,0.0,2,260,0,926,1.0,,,,,,,,,,,,,,,
sample_2.sorted.bam,78,0.2217741935483871,2,248,55,457,1.0,,,,,,,,,,,,,,,
sample_2.sorted.bam,79,0.0,2,461,0,308,1.0,,,,,,,,,,,,,,,
sample_2.sorted.bam,93,0.0,2,265,0,2,1.0,,,,,,,,,,,,,,,
sample_2.sorted.bam,94,0.0,4,101,0,0,1.0,,,,,,,,,,,,,,,
sample_2.sorted.bam,95,0.0,2,286,0,36,1.0,,,,,,,,,,,,,,,
sample_2.sorted.bam,97,0.0031847133757961785,2,314,1,158,1.0,,,,,,,,,,,,,,,
sample_2.sorted.bam,73,0.014285714285714285,2,70,1,39,,1.0,,,,,,,,,,,,,,
sample_2.sorted.bam,1,0.0,2,38,0,39,,,1.0,,,,,,,,,,,,,
sample_2.sorted.bam,74,0.0,2,389,0,2,,,1.0,,,,,,,,,,,,,
sample_2.sorted.bam,76,0.0,2,632,0,433,,,1.0,,,,,,,,,,,,,
sample_2.sorted.bam,72,0.0,2,293,0,304,,,,1.0,,,,,,,,,,,,
sample_2.sorted.bam,78,0.9941747572815534,1,515,512,0,,,,,1.0,,,,,,,,,,,
sample_2.sorted.bam,76,0.5022156573116692,2,1354,680,842,,1.0,,,,1.0,,,,,,,,,,
sample_2.sorted.bam,92,0.39636363636363636,2,550,218,126,,1.0,,,,1.0,,,,,,,,,,
sample_2.sorted.bam,30,0.2757660167130919,2,359,99,99,,,,,,1.0,,,,,,,,,,
sample_2.sorted.bam,37,0.12420382165605096,2,314,39,34,,,,,,1.0,,,,,,,,,,
sample_2.sorted.bam,73,0.24486803519061584,2,682,167,205,,,,,,1.0,,,,,,,,,,
sample_2.sorted.bam,93,0.1388888888888889,2,252,35,75,,,,,,1.0,,,,,,,,,,
sample_2.sorted.bam,94,0.42276422764227645,2,738,312,38,,,,,,1.0,,,,,,,,,,
sample_2.sorted.bam,95,0.12101910828025478,3,157,19,17,,,,,,1.0,,,,,,,,,,
sample_2.sorted.bam,97,0.34076433121019106,2,314,107,121,,,,,,1.0,,,,,,,,,,
sample_2.sorted.bam,77,0.0010626992561105207,2,941,1,924,,,1.0,,,,1.0,,,,,,,,,
sample_2.sorted.bam,71,0.0,3,300,0,0,,,,,,,1.0,,,,,,,,,
sample_2.sorted.bam,72,0.0,3,368,0,0,,,,,,,1.0,,,,,,,,,
sample_2.sorted.bam,73,0.0,2,597,0,3,,,,,,,1.0,,,,,,,,,
sample_2.sorted.bam,76,0.0,2,627,0,2,,,,,,,1.0,,,,,,,,,
sample_2.sorted.bam,78,0.7261904761904762,2,336,244,270,,,,,,,1.0,,,,,,,,,
sample_2.sorted.bam,96,0.006578947368421052,2,152,1,94,,,,,,,1.0,,,,,,,,,
sample_2.sorted.bam,97,0.06818181818181818,2,308,21,136,,,,,,,1.0,,,,,,,,,
sample_2.sorted.bam,1,0.46153846153846156,2,39,18,21,,,,,,1.0,,1.0,,,,,,,,
sample_2.sorted.bam,76,0.0008605851979345956,2,1162,1,851,,,,,,,,1.0,1.0,,,,,,,
sample_2.sorted.bam,78,0.3037974683544304,2,79,24,488,,,,,,1.0,,1.0,,,,,,,,
sample_2.sorted.bam,73,0.0,2,173,0,2,,,,,,,,1.0,,,,,,,,
sample_2.sorted.bam,93,0.0,2,469,0,3,,,,,,,,,,1.0,,,,,,
sample_2.sorted.bam,72,0.4261904761904762,3,420,179,136,,,,,,,,,,,1.0,,,,,
sample_2.sorted.bam,73,0.4083333333333333,3,240,98,242,,,,,,,,,,,1.0,,,,,
sample_2.sorted.bam,75,0.3556910569105691,4,492,175,130,,,,,,,,,,,1.0,,,,,
sample_2.sorted.bam,76,0.2032520325203252,6,615,125,335,,,,,,,,,,,1.0,,,,,
sample_2.sorted.bam,77,0.23404255319148937,9,235,55,184,,,,,,,,,,,1.0,,,,,
sample_2.sorted.bam,80,0.23,2,200,46,131,,,,,,,,,,,1.0,,,,,
sample_2.sorted.bam,81,0.10391566265060241,3,664,69,553,,,,,,,,,,,1.0,,,,,
sample_2.sorted.bam,82,0.47808764940239046,2,251,120,142,,,,,,,,,,,1.0,,,,,
sample_2.sorted.bam,88,0.2904162633107454,2,1033,300,513,,,,,,,,,,,1.0,,,,,
sample_2.sorted.bam,72,0.0,3,390,0,126,,,,,,,,,,,,1.0,,,,
sample_2.sorted.bam,76,0.0,8,193,0,59,,,,,,,,,,,,1.0,,,,
sample_2.sorted.bam,79,0.0,3,421,0,282,,,,,,,,,,,,1.0,,,,
sample_2.sorted.bam,85,0.0017452006980802793,2,573,1,750,,,,,,,,,,,,1.0,1.0,,,
sample_2.sorted.bam,13,0.0,2,623,0,2,,,,,,,,,,,,,1.0,,,
sample_2.sorted.bam,73,0.0,6,231,0,0,,,,,,,,,,,,,1.0,,,
sample_2.sorted.bam,74,0.0,3,338,0,1,,,,,,,,,,,,,1.0,,,
sample_2.sorted.bam,75,0.0,6,118,0,24,,,,,,,,,,,,,1.0,,,
sample_2.sorted.bam,76,0.0,9,159,0,1,,,,,,,,,,,,,1.0,,,
sample_2.sorted.bam,77,0.6625172890733056,6,723,479,101,,,,,,,,,,,,,1.0,,,
sample_2.sorted.bam,87,0.0,3,136,0,48,,,,,,,,,,,,,1.0,,,
sample_2.sorted.bam,33,0.42386831275720166,2,243,103,253,,,,,,,,,,,,1.0,1.0,1.0,,
sample_2.sorted.bam,72,0.3230769230769231,2,390,126,7,,,,,,,,,,,,,1.0,1.0,,
sample_2.sorted.bam,77,0.6597510373443983,7,723,477,103,,,,,,,,,,,,1.0,,1.0,,
sample_2.sorted.bam,91,0.27850467289719627,2,535,149,237,,,,,,,,,,,,,1.0,1.0,,
sample_2.sorted.bam,76,0.2350597609561753,7,251,59,62,,,,,,,,,,,,,,1.0,,
sample_2.sorted.bam,89,0.39330543933054396,2,1673,658,985,,,,,,,,,,,,1.0,1.0,1.0,1.0,
sample_2.sorted.bam,91,0.27850467289719627,4,535,149,62,,,,,,,,,,,,1.0,,,1.0,
sample_2.sorted.bam,2,0.0,2,127,0,65,,,,,,,,,,,,,,,1.0,
sample_2.sorted.bam,3,0.0,2,124,0,37,,,,,,,,,,,,,,,1.0,
sample_2.sorted.bam,92,0.0,2,263,0,153,,,,,,,,,,,,,,,1.0,
sample_2.sorted.bam,93,0.0,2,408,0,404,,,,,,,,,,,,,,,1.0,
sample_2.sorted.bam,96,0.0,4,152,0,95,,,,,,,,,,,,,,,1.0,
sample_2.sorted.bam,14,0.3767313019390582,2,361,136,114,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_2.sorted.bam,31,0.6403940886699507,3,203,130,468,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_2.sorted.bam,34,0.10980392156862745,2,255,28,176,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_2.sorted.bam,35,0.23404255319148937,2,235,55,120,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_2.sorted.bam,66,0.31322505800464034,2,431,135,15,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_2.sorted.bam,71,0.21575342465753425,2,292,63,31,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_2.sorted.bam,72,0.0,3,390,0,126,,,,,,,,,,,,,,,1.0,1.0
sample_2.sorted.bam,73,0.21212121212121213,2,231,49,298,,,,,,,,,,,,1.0,,1.0,1.0,1.0
sample_2.sorted.bam,75,0.19491525423728814,6,118,23,71,,,,,,,,,,,,1.0,,1.0,1.0,1.0
sample_2.sorted.bam,76,0.0,9,102,0,0,,,,,,,,,,,,,,,1.0,1.0
sample_2.sorted.bam,77,0.0,7,723,0,479,,,,,,,,,,,,,,,1.0,1.0
sample_2.sorted.bam,78,0.6835443037974683,4,79,54,10,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
sample_2.sorted.bam,79,0.669833729216152,2,421,282,625,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0
sample_2.sorted.bam,81,0.6203796203796204,2,1001,621,313,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_2.sorted.bam,87,0.30128205128205127,2,156,47,278,,,,,,,,,,,,1.0,,1.0,1.0,1.0
