sample,amplicon,frac,cooc,count,mut_all,mut_oneless,al,AY42,be,C36,d614g,de,ga,ka,B16173,mu,om1,om2121,om275,om2,om4,om5
sample_1.sorted.bam,48,0.49640287769784175,1,834,414,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,166,0,386,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,78,0.27419354838709675,2,372,102,639,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,79,0.0,2,660,0,468,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,93,0.0,2,201,0,1,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,94,0.0,4,137,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,95,0.0,2,426,0,64,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,355,0,128,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,86,0,51,,1.0,,,,,,,,,,,,,,
sample_1.sorted.bam,1,0.0,2,79,0,84,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,74,0.0,2,307,0,0,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,676,0,172,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,72,0.0,2,267,0,433,,,,1.0,,,,,,,,,,,,
sample_1.sorted.bam,78,0.9986522911051213,1,742,741,0,,,,,1.0,,,,,,,,,,,
sample_1.sorted.bam,76,0.7471098265895953,2,1384,1034,613,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,92,0.5857664233576643,2,548,321,190,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,30,0.40129449838187703,2,309,124,155,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,37,0.19607843137254902,2,306,60,52,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,73,0.4102141680395387,2,607,249,103,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,93,0.22826086956521738,2,184,42,133,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,94,0.42199248120300753,2,1064,449,63,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,95,0.1225296442687747,3,253,31,32,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,97,0.4309859154929577,2,355,153,175,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,759,0,386,,,1.0,,,,1.0,,,,,,,,,
sample_1.sorted.bam,71,0.0,3,242,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,72,0.0,3,341,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,522,0,1,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,671,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,78,0.7318548387096774,2,496,363,378,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,96,0.275,2,120,33,29,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,97,0.011627906976744186,2,344,4,124,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,1,0.32142857142857145,2,84,27,57,,,,,,1.0,,1.0,,,,,,,,
sample_1.sorted.bam,76,0.0008410428931875525,2,1189,1,1299,,,,,,,,1.0,1.0,,,,,,,
sample_1.sorted.bam,78,0.2887323943661972,2,142,41,700,,,,,,1.0,,1.0,,,,,,,,
sample_1.sorted.bam,73,0.0,2,145,0,0,,,,,,,,1.0,,,,,,,,
sample_1.sorted.bam,93,0.0,2,370,0,1,,,,,,,,,,1.0,,,,,,
sample_1.sorted.bam,72,0.6516587677725119,3,422,275,168,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,73,0.4028436018957346,3,211,85,182,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,75,0.3392857142857143,4,504,171,18,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,76,0.19545454545454546,6,660,129,195,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,77,0.3724137931034483,9,145,54,169,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,80,0.35611510791366907,2,278,99,146,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,81,0.3501006036217304,3,497,174,86,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,82,0.5208333333333334,2,192,100,89,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,88,0.28950542822677927,2,829,240,162,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,72,0.0,3,361,0,0,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,76,0.0,8,200,0,0,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,79,0.0,3,596,0,416,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,85,0.0,2,440,0,348,,,,,,,,,,,,1.0,1.0,,,
sample_1.sorted.bam,13,0.0,2,535,0,2,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,73,0.0,6,200,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,74,0.0,3,260,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,75,0.0,6,122,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,76,0.0,9,165,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,77,0.3488372093023256,6,602,210,54,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,87,0.0,3,140,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,33,0.0,2,314,0,435,,,,,,,,,,,,1.0,1.0,1.0,,
sample_1.sorted.bam,72,0.0,2,361,0,0,,,,,,,,,,,,,1.0,1.0,,
sample_1.sorted.bam,77,0.3488372093023256,7,602,210,54,,,,,,,,,,,,1.0,,1.0,,
sample_1.sorted.bam,91,0.0,2,666,0,342,,,,,,,,,,,,,1.0,1.0,,
sample_1.sorted.bam,76,0.0,7,281,0,0,,,,,,,,,,,,,,1.0,,
sample_1.sorted.bam,89,0.0,2,1710,0,1259,,,,,,,,,,,,1.0,1.0,1.0,1.0,
sample_1.sorted.bam,91,0.0,4,666,0,0,,,,,,,,,,,,1.0,,,1.0,
sample_1.sorted.bam,2,0.0,2,100,0,0,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,3,0.0,2,203,0,0,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,92,0.0,2,238,0,114,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,93,0.003067484662576687,2,326,1,243,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,96,0.0,4,120,0,62,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,14,0.0,2,555,0,0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,31,0.0,3,158,0,0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,34,0.0,2,260,0,85,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,35,0.0,2,180,0,87,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,66,0.0,2,452,0,0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,71,0.0,2,232,0,0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,72,0.0,3,361,0,0,,,,,,,,,,,,,,,1.0,1.0
sample_1.sorted.bam,73,0.0,2,200,0,250,,,,,,,,,,,,1.0,,1.0,1.0,1.0
sample_1.sorted.bam,75,0.0,6,122,0,0,,,,,,,,,,,,1.0,,1.0,1.0,1.0
sample_1.sorted.bam,76,0.0,9,97,0,0,,,,,,,,,,,,,,,1.0,1.0
