sample,amplicon,frac,cooc,count,mut_all,mut_oneless,al,AY42,be,C36,d614g,de,ga,ka,B16173,mu,om1,om2121,om275,om2,om4,om5
sample_1.sorted.bam,48,0.5576923076923077,1,52,29,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,16,0,73,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,78,0.30434782608695654,2,23,7,28,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,79,0.0,2,16,0,16,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,93,0.0,2,11,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,94,0.0,4,5,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,95,0.0,2,25,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,10,0,10,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,4,0,0,,1.0,,,,,,,,,,,,,,
sample_1.sorted.bam,1,,,0,0,0,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,74,0.0,2,12,0,0,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,18,0,48,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,72,0.0,2,19,0,0,,,,1.0,,,,,,,,,,,,
sample_1.sorted.bam,78,1.0,1,35,35,0,,,,,1.0,,,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,51,0,51,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,92,0.0,2,36,0,0,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,30,0.0,2,28,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,37,0.0,2,25,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,18,0,18,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,93,0.0,2,12,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,94,0.0,2,34,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,95,0.0,3,10,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,10,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,54,0,73,,,1.0,,,,1.0,,,,,,,,,
sample_1.sorted.bam,71,0.0,3,5,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,72,0.0,3,24,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,14,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,18,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,78,1.0,2,16,16,19,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,96,0.0,2,9,0,9,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,10,0,10,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,1,,,0,0,0,,,,,,1.0,,1.0,,,,,,,,
sample_1.sorted.bam,76,0.0,2,45,0,0,,,,,,,,1.0,1.0,,,,,,,
sample_1.sorted.bam,78,0.0,2,7,0,35,,,,,,1.0,,1.0,,,,,,,,
sample_1.sorted.bam,73,0.0,2,1,0,0,,,,,,,,1.0,,,,,,,,
sample_1.sorted.bam,93,0.0,2,26,0,0,,,,,,,,,,1.0,,,,,,
sample_1.sorted.bam,72,0.0,3,22,0,0,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,73,0.0,3,6,0,0,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,75,0.0,4,15,0,13,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,76,0.0,6,17,0,17,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,77,0.0,9,17,0,0,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,80,0.0,2,10,0,12,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,81,0.0,3,43,0,59,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,82,0.0,2,6,0,6,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,88,0.0,2,37,0,37,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,72,0.0,3,24,0,24,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,76,0.0,8,9,0,12,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,79,0.0,3,14,0,14,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,85,0.0,2,23,0,36,,,,,,,,,,,,1.0,1.0,,,
sample_1.sorted.bam,13,0.0,2,21,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,73,0.0,6,6,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,74,0.0,3,10,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,75,0.0,6,4,0,3,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,76,0.0,9,7,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,77,0.9574468085106383,6,47,45,5,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,87,0.0,3,5,0,6,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,33,1.0,2,14,14,10,,,,,,,,,,,,1.0,1.0,1.0,,
sample_1.sorted.bam,72,1.0,2,24,24,1,,,,,,,,,,,,,1.0,1.0,,
sample_1.sorted.bam,77,0.9574468085106383,7,47,45,5,,,,,,,,,,,,1.0,,1.0,,
sample_1.sorted.bam,91,0.96,2,25,24,9,,,,,,,,,,,,,1.0,1.0,,
sample_1.sorted.bam,76,1.0,7,12,12,11,,,,,,,,,,,,,,1.0,,
sample_1.sorted.bam,89,1.0,2,96,96,43,,,,,,,,,,,,1.0,1.0,1.0,1.0,
sample_1.sorted.bam,91,0.96,4,25,24,9,,,,,,,,,,,,1.0,,,1.0,
sample_1.sorted.bam,2,0.0,2,3,0,4,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,3,0.0,2,1,0,1,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,92,0.0,2,20,0,20,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,93,0.0,2,25,0,31,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,96,0.0,4,9,0,9,,,,,,,,,,,,,,,1.0,
sample_1.sorted.bam,14,1.0,2,13,13,18,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,31,1.0,3,17,17,58,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,34,1.0,2,8,8,19,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,35,1.0,2,7,7,1,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,66,1.0,2,24,24,1,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,71,1.0,2,5,5,4,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,72,0.0,3,24,0,24,,,,,,,,,,,,,,,1.0,1.0
sample_1.sorted.bam,73,1.0,2,6,6,20,,,,,,,,,,,,1.0,,1.0,1.0,1.0
sample_1.sorted.bam,75,0.75,6,4,3,10,,,,,,,,,,,,1.0,,1.0,1.0,1.0
sample_1.sorted.bam,76,0.0,9,2,0,0,,,,,,,,,,,,,,,1.0,1.0
sample_1.sorted.bam,77,0.0,7,47,0,45,,,,,,,,,,,,,,,1.0,1.0
sample_1.sorted.bam,78,1.0,4,7,7,0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,79,1.0,2,14,14,34,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0
sample_1.sorted.bam,81,1.0,2,59,59,34,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,87,1.0,2,6,6,17,,,,,,,,,,,,1.0,,1.0,1.0,1.0
sample_1.sorted.bam,94,1.0,3,5,5,18,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,95,0.96,3,25,24,9,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
sample_1.sorted.bam,96,1.0,3,9,9,0,,,,,,,,,,,,1.0,,,,1.0
sample_1.sorted.bam,97,1.0,3,10,10,0,,,,,,,,,,,,1.0,,,1.0,1.0
sample_1.sorted.bam,99,1.0,1,3,3,0,,,,,,,,,,,,1.0,1.0,,1.0,1.0
sample_1.sorted.bam,88,0.0,2,37,0,37,,,,,,,,,,,,,,,,1.0
sample_1.sorted.bam,93,0.0,2,31,0,31,,,,,,,,,,,,,,,,1.0
sample_2.sorted.bam,48,0.5272727272727272,1,55,29,0,1.0,,,,,,,,,,,,,,,
sample_2.sorted.bam,77,0.0,2,11,0,77,1.0,,,,,,,,,,,,,,,
sample_2.sorted.bam,78,0.2,2,10,2,33,1.0,,,,,,,,,,,,,,,
sample_2.sorted.bam,79,0.0,2,17,0,17,1.0,,,,,,,,,,,,,,,
sample_2.sorted.bam,93,0.0,2,13,0,0,1.0,,,,,,,,,,,,,,,
sample_2.sorted.bam,94,0.0,4,5,0,0,1.0,,,,,,,,,,,,,,,
sample_2.sorted.bam,95,0.0,2,21,0,0,1.0,,,,,,,,,,,,,,,
sample_2.sorted.bam,97,0.0,2,10,0,10,1.0,,,,,,,,,,,,,,,
sample_2.sorted.bam,73,0.0,2,5,0,0,,1.0,,,,,,,,,,,,,,
sample_2.sorted.bam,1,,,0,0,0,,,1.0,,,,,,,,,,,,,
sample_2.sorted.bam,74,0.0,2,10,0,0,,,1.0,,,,,,,,,,,,,
sample_2.sorted.bam,76,0.0,2,16,0,47,,,1.0,,,,,,,,,,,,,
sample_2.sorted.bam,72,0.0,2,19,0,0,,,,1.0,,,,,,,,,,,,
sample_2.sorted.bam,78,1.0,1,35,35,0,,,,,1.0,,,,,,,,,,,
sample_2.sorted.bam,76,0.0,2,51,0,51,,1.0,,,,1.0,,,,,,,,,,
