sample,amplicon,frac,cooc,count,mut_all,mut_oneless,al,AY42,be,C36,d614g,de,ga,ka,B16173,mu,om1,om2121,om275,om2,om4,om5
sample_1.sorted.bam,48,0.5060773480662983,1,905,458,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,286,0,1313,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,78,0.35507246376811596,2,276,98,498,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,79,0.0022123893805309734,2,452,1,450,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,93,0.0,2,320,0,4,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,94,0.0,4,91,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,95,0.0,2,372,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,235,0,226,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,42,0,1,,1.0,,,,,,,,,,,,,,
sample_1.sorted.bam,1,0.0,2,35,0,36,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,74,0.0,2,338,0,0,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,391,0,709,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,72,0.0,2,433,0,514,,,,1.0,,,,,,,,,,,,
sample_1.sorted.bam,78,0.9966555183946488,1,598,596,0,,,,,1.0,,,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,1021,0,1019,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,92,0.0,2,497,0,1,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,30,0.0,2,378,0,2,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,37,0.0,2,373,0,2,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,693,0,183,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,93,0.0,2,291,0,2,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,94,0.0,2,634,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,95,0.0,3,202,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,235,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,973,0,1313,,,1.0,,,,1.0,,,,,,,,,
sample_1.sorted.bam,71,0.0,3,223,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,72,0.0,3,526,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,594,0,3,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,385,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,78,0.9975490196078431,2,408,407,189,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,96,0.021739130434782608,2,138,3,133,,,,,,,1.0,,,,,,,,,
