sample,amplicon,frac,cooc,count,mut_all,mut_oneless,al,AY42,be,C36,d614g,de,ga,ka,B16173,mu,om1,om2121,om275,om2,om4,om5
sample_1.sorted.bam,48,0.7272727272727273,1,11,8,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,7,0,43,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,78,0.38461538461538464,2,13,5,35,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,79,0.0,2,47,0,47,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,93,0.0,2,5,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,94,0.0,4,2,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,95,0.0,2,15,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,13,0,13,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,5,0,0,,1.0,,,,,,,,,,,,,,
sample_1.sorted.bam,1,0.0,2,18,0,18,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,74,0.0,2,16,0,0,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,10,0,16,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,72,0.0,2,7,0,0,,,,1.0,,,,,,,,,,,,
sample_1.sorted.bam,78,1.0,1,40,40,0,,,,,1.0,,,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,39,0,38,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,92,0.0,2,26,0,0,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,30,1.0,2,21,21,16,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,37,1.0,2,23,23,27,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,73,0.9615384615384616,2,26,25,8,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,93,0.0,2,8,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,94,0.0,2,12,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,95,0.0,3,8,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,13,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,33,0,43,,,1.0,,,,1.0,,,,,,,,,
sample_1.sorted.bam,71,0.0,3,20,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,72,0.0,3,9,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,23,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,10,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,78,1.0,2,31,31,9,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,96,,,0,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,13,0,13,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,1,1.0,2,18,18,0,,,,,,1.0,,1.0,,,,,,,,
sample_1.sorted.bam,76,0.0,2,33,0,0,,,,,,,,1.0,1.0,,,,,,,
sample_1.sorted.bam,78,0.0,2,5,0,40,,,,,,1.0,,1.0,,,,,,,,
sample_1.sorted.bam,73,0.0,2,9,0,0,,,,,,,,1.0,,,,,,,,
sample_1.sorted.bam,93,0.0,2,7,0,0,,,,,,,,,,1.0,,,,,,
sample_1.sorted.bam,72,0.0,3,13,0,0,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,73,0.0,3,8,0,0,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,75,1.0,4,33,33,0,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,76,0.7,6,10,7,23,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,77,1.0,9,5,5,17,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,80,1.0,2,27,27,53,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,81,1.0,3,13,13,7,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,82,1.0,2,8,8,6,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,88,1.0,2,20,20,16,,,,,,,,,,,1.0,,,,,
sample_1.sorted.bam,72,0.0,3,9,0,0,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,76,0.0,8,3,0,0,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,79,0.0,3,37,0,36,,,,,,,,,,,,1.0,,,,
sample_1.sorted.bam,85,0.0,2,22,0,37,,,,,,,,,,,,1.0,1.0,,,
sample_1.sorted.bam,13,0.0,2,21,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,73,0.0,6,8,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,74,0.0,3,13,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,75,0.0,6,7,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,76,0.0,9,3,0,0,,,,,,,,,,,,,1.0,,,
sample_1.sorted.bam,77,1.0,6,21,21,9,,,,,,,,,,,,,1.0,,,
