sample,amplicon,frac,cooc,count,mut_all,mut_oneless,al,AY42,be,C36,d614g,de,ga,ka,B16173,mu,om1,om2121,om275,om2,om4,om5
sample_1.sorted.bam,48,0.425531914893617,1,47,20,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,6,0,29,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,78,0.36363636363636365,2,22,8,36,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,79,0.0,2,41,0,39,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,93,0.0,2,10,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,94,0.0,4,3,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,95,0.0,2,28,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,11,0,7,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,1,0,3,,1.0,,,,,,,,,,,,,,
sample_1.sorted.bam,1,0.0,2,6,0,7,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,74,0.0,2,2,0,0,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,14,0,15,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,72,0.0,2,22,0,41,,,,1.0,,,,,,,,,,,,
sample_1.sorted.bam,78,1.0,1,44,44,0,,,,,1.0,,,,,,,,,,,
sample_1.sorted.bam,76,0.17647058823529413,2,34,6,33,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,92,0.0,2,19,0,1,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,30,0.125,2,8,1,1,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,37,0.0,2,19,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,73,0.034482758620689655,2,29,1,3,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,93,0.0,2,11,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,94,0.1346153846153846,2,52,7,1,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,95,0.0,3,20,0,0,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,97,0.18181818181818182,2,11,2,2,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,26,0,29,,,1.0,,,,1.0,,,,,,,,,
sample_1.sorted.bam,71,0.0,3,7,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,72,0.0,3,24,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,27,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,14,0,0,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,78,0.9032258064516129,2,31,28,16,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,96,0.8333333333333334,2,6,5,1,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,11,0,7,,,,,,,1.0,,,,,,,,,
sample_1.sorted.bam,1,0.2857142857142857,2,7,2,5,,,,,,1.0,,1.0,,,,,,,,
sample_1.sorted.bam,76,0.0,2,30,0,12,,,,,,,,1.0,1.0,,,,,,,
sample_1.sorted.bam,78,0.1111111111111111,2,9,1,43,,,,,,1.0,,1.0,,,,,,,,
sample_1.sorted.bam,73,0.0,2,8,0,0,,,,,,,,1.0,,,,,,,,
sample_1.sorted.bam,93,0.0,2,15,0,0,,,,,,,,,,1.0,,,,,,
sample_1.sorted.bam,72,0.8148148148148148,3,27,22,21,,,,,,,,,,,1.0,,,,,
