sample,amplicon,frac,cooc,count,mut_all,mut_oneless,al,AY42,be,C36,d614g,de,ga,ka,B16173,mu,om1,om2121,om275,om2,om4,om5
sample_1.sorted.bam,48,0.5135135135135135,1,37,19,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,77,0.0,2,8,0,14,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,78,0.07692307692307693,2,13,1,24,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,79,0.0,2,26,0,4,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,93,0.0,2,7,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,94,0.0,4,11,0,0,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,95,0.0,2,11,0,7,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,97,0.0,2,19,0,3,1.0,,,,,,,,,,,,,,,
sample_1.sorted.bam,73,0.0,2,1,0,6,,1.0,,,,,,,,,,,,,,
sample_1.sorted.bam,1,0.0,2,5,0,5,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,74,0.0,2,21,0,0,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,76,0.0,2,42,0,3,,,1.0,,,,,,,,,,,,,
sample_1.sorted.bam,72,0.0,2,16,0,4,,,,1.0,,,,,,,,,,,,
sample_1.sorted.bam,78,1.0,1,25,25,0,,,,,1.0,,,,,,,,,,,
sample_1.sorted.bam,76,0.9054054054054054,2,74,67,34,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,92,0.8148148148148148,2,27,22,12,,1.0,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,30,0.5882352941176471,2,17,10,5,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,37,0.5,2,14,7,6,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,73,0.6666666666666666,2,21,14,12,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,93,0.46153846153846156,2,13,6,8,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,94,0.8214285714285714,2,56,46,2,,,,,,1.0,,,,,,,,,,
sample_1.sorted.bam,95,0.6666666666666666,3,6,4,2,,,,,,1.0,,,,,,,,,,
